production_companies_nombres,budget_per_company,revenue_per_company,return_per_company,count_movies
"""dia"" productions gmbh & co. kg",9000000.0,11087731.5,0.3079925416666667,1
# andrea sperling productions,1250000.0,5604674.0,2.2418697078530574,1
# lexyn productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
'a' production committee,8449157.626949387,22418696.0,5.306729515146936,2
(?)?????,5000000.0,11209348.0,2.2418697078530574,1
(?)??????,4224578.813474693,11209348.0,2.653364757573468,1
(?)?????????,4224578.813474693,11209348.0,2.653364757573468,1
(주)로드픽쳐스,5000000.0,11209348.0,2.2418697078530574,1
(주)로제타시네마,4224578.813474693,11209348.0,2.653364757573468,1
(주)비에이엔터테인먼트,4224578.813474693,11209348.0,2.653364757573468,1
", flaminia produzioni cinematografiche",1408192.9378248977,3736449.3333333335,0.8844549191911559,1
", planet productions",1408192.9378248977,3736449.3333333335,0.8844549191911559,1
.406 production,8449157.626949387,22418696.0,5.306729515146936,2
01 distribution,4224578.813474693,11209348.0,2.653364757573468,1
1.85 films,4287078.813474693,12610516.5,5.45570189238979,2
10 west studios,1056144.7033686733,2802337.0,0.663341189393367,1
100 bares,2666666.6666666665,6440649.222222222,2.008203398989899,2
100 doo,2816385.8756497954,7472898.666666667,1.7689098383823119,2
100 feet productions,1666666.6666666667,1868224.6666666667,0.18682247565442145,1
100% halal,2112289.4067373467,5604674.0,1.326682378786734,1
100% synthetic films,768105.2388135806,2038063.2727272727,0.4824299559224487,2
1000 volt,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
1019 entertainment,400000.0,560301.6,0.28015080000000003,1
101st street films,4224578.813474693,11209348.0,2.653364757573468,1
108 media,2112289.4067373467,5604674.0,1.326682378786734,1
108 sound studio,2112289.4067373467,5604674.0,1.326682378786734,1
10db inc.,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
10th hole productions,4484474.382532734,14159755.211904762,3.398051910841069,5
11:11 mediaworks,14159655.962436486,63997839.428571425,3.426159977618148,3
12 gauge productions,2250000.0,2802337.0,0.3113707927573691,1
120 films,13389730.528621914,12661564.984126985,1.4990163479259955,6
1201,4224578.813474693,11209348.0,2.653364757573468,1
120db films,16330037.310230767,27903020.19047619,5.822083470425354,12
129 productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
13 all stars llc,608000.0,11209348.0,18.436428518528434,1
13 ghosts productions canada inc.,1056144.7033686733,2802337.0,0.663341189393367,1
13 productions,5491952.457517101,14572152.4,3.449374184845508,6
13 tv,1056144.7033686733,2802337.0,0.663341189393367,1
13th dimensional video,2112289.4067373467,5604674.0,1.326682378786734,1
14 luglio cinematografica,2112289.4067373467,5604674.0,1.326682378786734,1
14 reels entertainment,16898315.253898773,44837392.0,10.613459030293871,4
141 entertainment,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
1428 films,2112289.4067373467,5604674.0,1.326682378786734,1
1492 pictures,430188058.69640255,1711874619.834524,33.52430493294434,22
16 block productions,6875000.0,8208090.125,0.14923800227272727,1
1600 limited partnership,1056144.7033686733,6451176.75,1.52705797070784,1
1618 action limited,2816385.8756497954,7472898.666666667,1.7689098383823119,2
1718 studio,2112289.4067373467,5604674.0,1.326682378786734,1
180 degrees,844915.7626949387,2241869.6,0.5306729515146935,1
1812 productions,666666.6666666666,3736449.3333333335,1.8682247565442147,1
1818,1666666.6666666667,4077542.6666666665,0.8155085333333334,1
1821 pictures,11769432.263880204,16130850.228571428,7.669170068096902,5
185 trax,2100000.0,5604674.0,1.3344462546744391,1
185º equator,4224578.813474693,11209348.0,2.653364757573468,2
19 entertainment,16500000.0,9073796.5,0.8714727777777778,3
1976 productions,2112289.4067373467,5604674.0,1.326682378786734,1
1984 private defense contractors,27976206.094733935,44707949.2979798,4.850576181988289,8
1992 number four limited partnership,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
2 bridges productions,500000.0,2802337.0,1.401168567408161,1
2 die 4 films,2112289.4067373467,5604674.0,1.326682378786734,1
2 entertain,10500000.0,15738296.75,0.9188247890151515,3
2 loop films,250000.0,5604674.0,11.209348539265289,1
2 man production,2112289.4067373467,5604674.0,1.326682378786734,1
2 minutes,162483.80051825743,431128.76923076925,0.10205249067590261,1
2 player productions,4224578.813474693,11209348.0,2.653364757573468,1
2 smooth film productions,4224578.813474693,11209348.0,2.653364757573468,1
2 wolves films,2112289.4067373467,5604674.0,1.326682378786734,1
2-team productions,12955375.02798906,34375333.86666667,8.136985256558635,6
2.4.7. films,5267435.956331837,12810683.42857143,2.872725785739129,3
2/35,6920262.437310926,18361979.580952384,4.346464174310824,9
20 steps productions,6336868.22021204,16814022.0,3.9800471363602017,4
2003 productions,4700000.0,1120934.8,0.023849677743117633,1
2077883 ontario,2112289.4067373467,5604674.0,1.326682378786734,1
20ten media,2112289.4067373467,5604674.0,1.326682378786734,1
20th century fox,23117166.155442644,59352048.15079365,4.09879996146608,7
20th century fox de argentina,1056144.7033686733,2802337.0,0.663341189393367,1
20th century fox film corporation,6336868.2202120405,16814022.0,3.9800471363602017,2
20th century fox home entertainment,43372051.694322854,98641961.53333333,23.11021069352846,19
20th century fox home entertainment japan,938795.2918832651,2490966.222222222,0.589636612794104,2
20th century fox russia,14049157.626949387,57850461.4,14.775179315146936,5
20th century fox television,59754625.3519437,168128535.0,39.283765416635184,22
20th century pictures,43021209.32127224,112093480.0,26.12215252601427,10
21 laps entertainment,257113888.8888889,834143775.6944444,13.64492273217776,20
21 one productions,4224578.813474693,11209348.0,2.653364757573468,1
21 unofilm,603511.2590678133,1601335.4285714286,0.37905210822478114,1
21st century 3d,1056144.7033686733,2802337.0,0.663341189393367,1
21st century film corporation,13566105.084632924,22451067.166666668,4.776376289978229,5
22 & indiana pictures,9800000.0,90384570.5,1.5371525595238096,1
22 dicembre,3520482.3445622446,9341123.333333334,2.21113729797789,2
224 entertainment,2112289.4067373467,5604674.0,1.326682378786734,1
2262730 ontario,3000000.0,2802337.0,0.23352809456802684,1
22h22,27014478.036702007,12410786.166666666,1.3081275970394692,7
23 giugno,5280723.516843366,14011685.0,3.3167059469668345,2
23/5 filmproduktion,5632771.751299591,14945797.333333334,3.5378196767646237,2
23/5 filmproduktion gmbh,844915.7626949387,2241869.6,0.5306729515146935,1
235 films,2112289.4067373467,5604674.0,1.326682378786734,2
24 frames digital films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
24 horses,2112289.4067373467,5604674.0,1.326682378786734,1
24 mai productions,6806265.866153672,18059505.111111112,4.274865442757253,4
24 seven productions,704096.4689124489,1868224.6666666667,0.44222745959557797,1
24/7 films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
2425 films,1056144.7033686733,2802337.0,0.663341189393367,1
2425 production,4224578.813474693,11209348.0,2.653364757573468,1
24p media group,1222222.2222222222,404371.6666666667,0.03676106060606061,1
24tl productions,2333333.3333333335,3736449.3333333335,0.5337785018697756,1
26 films,25500000.0,39403868.266666666,2.9950817671954946,4
27 films production,8500000.0,6448126.333333334,0.5691374618382461,2
27 productions,8449157.626949387,22418696.0,5.306729515146936,2
29 fevralya,8449157.626949387,22418696.0,5.306729515146936,2
2929 productions,91958119.85443945,131236669.07619047,16.74285011853529,23
2afilm,4224578.813474693,11209348.0,2.653364757573468,1
2am films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
2b films,5632771.751299591,14945797.333333334,3.5378196767646237,2
2d celluloid,4224578.813474693,11209348.0,2.653364757573468,2
2d entertainment,10000000.0,15000000.0,1.5,2
2ds productions,6336868.2202120405,16814022.0,3.9800471363602017,2
2dux²,28571428.57142857,75980714.28571428,0.3799035714285714,1
2l productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
2m,844915.7626949387,2241869.6,0.5306729515146935,2
2pilots filmproduction,8449157.626949387,22418696.0,5.306729515146936,2
2plan2,4224578.813474693,2209023.0,0.5228978076948434,2
2s films,11666666.666666666,19967304.333333332,0.5704944095238095,1
2t produzione film,2112289.4067373467,5604674.0,1.326682378786734,1
3 art entertainment,11111111.111111112,25653858.666666668,0.2565385866666667,1
3 arts entertainment,204631367.79621524,423633938.43333334,20.678412544923432,24
3 arts productions,2112289.4067373467,5604674.0,1.326682378786734,1
3 days in vegas,2112289.4067373467,3067219.0,0.7260413725071989,2
3 dogs and a pony,9066385.875649795,10275235.666666668,1.8810033237749648,4
3 emme cinematografica,2112289.4067373467,5604674.0,1.326682378786734,2
3 generations,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
3 in the box,18333333.333333332,10307768.666666668,0.4683575001482988,2
3 legged dog films,4224578.813474693,11209348.0,2.653364757573468,2
3 miles apart productions ltd.,5500000.0,1868224.6666666667,0.05661287141043075,1
3 ring circus films,3520482.3445622446,9341123.333333334,2.21113729797789,2
3 sat,1056144.7033686733,2802337.0,0.663341189393367,1
"3, 4 women productions",4224578.813474693,11209348.0,2.653364757573468,1
3-h films,17602411.722811222,46705616.666666664,11.05568648988945,10
31 juin films,2253108.7005198365,5978318.933333334,1.4151278707058494,2
3210 films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
33 pictures,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
3311 productions,10474578.813474692,17890500.833333332,4.3021420467095215,7
33andout productions,7094915.762694939,25797071.35,1.0017769865146935,2
343 industries,6278956.073404013,9341123.333333334,1.6255983398338083,2
34th street films,4224578.813474693,13773614.5,3.260352186045245,2
360 pictures,17500000.0,27694004.166666668,4.986988987379432,5
369 productions,2444444.4444444445,2666666.6666666665,0.1212121212121212,1
38 pictures films,4224578.813474693,11209348.0,2.653364757573468,1
38 productions,844915.7626949387,2241869.6,0.5306729515146935,2
391 productions,2816385.8756497954,4379505.333333334,1.0366726971975484,2
3:41am,2112289.4067373467,5604674.0,1.326682378786734,1
3ality digital entertainment,7500000.0,11365421.0,0.7576947333333334,1
3b productions,25485575.023375113,67714247.85873017,16.099453250132022,23
3d content hub,4224578.813474693,11209348.0,2.653364757573468,1
3d entertainment,4000000.0,5604674.0,0.7005842837040805,1
3d films,1056144.7033686733,2802337.0,0.663341189393367,1
3d sea inc.,2112289.4067373467,5604674.0,1.326682378786734,1
3d video system,2816385.8756497954,7472898.666666667,1.7689098383823119,2
3dtk,4666666.666666667,8766333.166666666,0.3130833273809524,1
3foot7,50000000.0,191203957.6,0.7648158304,1
3h productions,600000.0,2241869.6,0.7472899026176859,2
3l filmproduktion gmbh,3556144.703368673,7746376.75,1.4505373030916824,2
3l filmverleih,13556144.703368673,5576937.0,0.7743251893933669,2
3l productions,4224578.813474693,11209348.0,2.653364757573468,1
3mark entertainment,7000000.0,4720371.0,0.6743387142857142,1
3rd street pictures,1000000.0,5604674.0,2.802337134816322,1
3rd vision films,8449157.626949387,22418696.0,5.306729515146936,2
3sat,2816385.8756497954,7472898.666666667,1.7689098383823119,3
4 1/2,5632771.751299591,14945797.333333334,3.5378196767646237,2
4 1/2 film,7040964.689124489,18682246.666666668,4.42227459595578,4
4 cats pictures,7000000.0,4153345.0,0.2966675,1
4 film,3412289.4067373467,11209348.0,3.4823263286454433,3
4 kids entertainment,28575082.93066645,114252084.32575758,17.408789060411046,9
40 acres & a mule filmworks,212939445.33769953,412711873.75,61.32289399130881,37
403 productions,250000.0,6940662.0,6.940662,1
42,5708192.9378248975,2953285.666666667,0.5160433816935651,2
42 films,21594915.76269494,5044206.6,0.5644360495245287,2
42 km film,20150445.12954857,56794029.86666667,16.498307966592495,10
42 productions,4224578.813474693,11209348.0,2.653364757573468,1
424 post,1056144.7033686733,2802337.0,0.663341189393367,1
430 productions,1056144.7033686733,2802337.0,0.663341189393367,1
4321 productions,4224578.813474693,11209348.0,2.653364757573468,1
441 films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
44th floor productions,4224578.813474693,11209348.0,2.653364757573468,1
455 films,7040964.689124489,18682246.666666668,4.42227459595578,3
47 entertainment,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
49 film,2112289.4067373467,5604674.0,1.326682378786734,1
49th parallel productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
4cows,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
4dh films,704096.4689124489,376785.3333333333,0.08918885171026776,1
4dvd,4224578.813474693,11209348.0,2.653364757573468,1
4go west productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
4k films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
4kids entertainment,13603178.584903264,53964307.2,6.151024219875781,5
4l,3098024.463214775,8220188.533333333,1.945800822220543,3
4m,16666666.666666666,31333333.333333332,0.6266666666666666,2
4th row films,4576627.047930918,12143460.333333334,2.874478487371257,3
4th wall entertainment,5000000.0,3736449.3333333335,0.2490966342058953,1
4½,260000.0,448373.92,0.0689806063954787,1
5 continents,2112289.4067373467,5604674.0,1.326682378786734,1
5 star productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
5 states,208333.33333333334,3736449.3333333335,5.978319220941486,1
5-second films,2112289.4067373467,5604674.0,1.326682378786734,1
50 eggs,4224578.813474693,11209348.0,2.653364757573468,1
5060 productions,4224578.813474693,11209348.0,2.653364757573468,2
512k entertainment,2112289.4067373467,5604674.0,1.326682378786734,1
5150 action,30355555.555555556,89266566.82539684,6.065460906485261,4
54 days productions,4224578.813474693,11209348.0,2.653364757573468,1
59 films,5632771.751299591,14945797.333333334,3.5378196767646237,2
5am producciones,2112289.4067373467,5604674.0,1.326682378786734,1
60/80 productions,2112289.4067373467,3244072.0,0.7679042440048048,1
606 films,3000000.0,3503879.714285714,0.16685141496598638,1
61* productions inc.,4224578.813474693,11209348.0,2.653364757573468,1
6140 productions,500000.0,2802337.0,1.401168567408161,1
7 films cinéma,4645622.74007068,13077572.666666668,3.2932347540964333,4
7 network,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
7 pictures,2112289.4067373467,5604674.0,1.326682378786734,1
700 pictures,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
717 productions,4224578.813474693,11209348.0,2.653364757573468,1
72 productions,8449157.626949387,22418696.0,5.306729515146936,2
72nd street productions,2112289.4067373467,5604674.0,1.326682378786734,1
75 films,2112289.4067373467,5604674.0,1.326682378786734,1
777 films corporation,16228113.7003534,31759819.333333336,6.8532030417624,4
7glab entertainment,857142.8571428572,1601335.4285714286,0.2668892509348878,1
7heaven productions,2112289.4067373467,5604674.0,1.326682378786734,1
7th sense films,2100000.0,5604674.0,1.3344462546744391,1
80 days productions,31428571.42857143,20622541.42857143,0.18747764935064934,2
8180 films,4224578.813474693,11209348.0,2.653364757573468,1
8383 productions,4365398.107257184,11582992.933333334,2.741810249492583,3
852 films,9857350.564774284,26155145.333333336,6.1911844343380915,3
8750 films,2112289.4067373467,5604674.0,1.326682378786734,1
87eleven,45333333.333333336,144826279.13333333,4.942787358333334,7
88mm productions,2112289.4067373467,5604674.0,1.326682378786734,2
8:38 productions,15333333.333333334,40708895.666666664,0.8849759927536232,1
8bit,2112289.4067373467,5604674.0,1.326682378786734,2
8heads productions,2816385.8756497954,7472898.666666667,1.7689098383823119,2
8th in line,2112289.4067373467,5604674.0,1.326682378786734,1
9 story media group,2112289.4067373467,5604674.0,1.326682378786734,1
9.14 pictures,8449157.626949387,22418696.0,5.306729515146936,3
9/02 entertainment,666666.6666666666,3736449.3333333335,1.8682247565442147,1
9/6 cinema factory,4224578.813474693,11209348.0,2.653364757573468,2
900 films,844915.7626949387,2241869.6,0.5306729515146935,1
98 mph productions,6666666.666666667,25199014.0,1.2599506999999999,1
9ers entertainment,25347472.880848162,67256088.0,15.920188545440807,6
???,5354578.813474693,14011685.0,3.2733508493469903,2
??? ?,8449157.626949387,22418696.0,5.306729515146936,2
??? ??,4224578.813474693,11209348.0,2.653364757573468,1
???(?)??????,4224578.813474693,11209348.0,2.653364757573468,1
????,6130000.0,58437374.0,11.746993491773523,2
???? ???,6000000.0,11209348.0,1.8682247565442147,1
???? ????,8449157.626949387,20618348.0,4.880569034125039,2
????-?????,1130000.0,2802337.0,0.6199860917735226,1
????-??????,1100000.0,1749741.6666666667,0.5302247474747475,1
?????,5280723.516843366,14011685.0,3.3167059469668345,2
??????,1000000.0,2228115.0,2.228115,1
?????? ?????,7137771.751299591,23352808.333333336,11.630704794715005,4
??????-?????,4224578.813474693,11209348.0,2.653364757573468,1
???????,6336868.2202120405,16814022.0,3.9800471363602017,3
??????? ??????????,5000000.0,11209348.0,2.2418697078530574,1
???????-95,2112289.4067373467,5099178.5,1.2070264812519744,1
???????-?????,2112289.4067373467,5604674.0,1.326682378786734,1
????????,10561447.033686733,27517874.5,6.51375599639891,3
"???????? ?????? ??????????????, ???",4224578.813474693,11209348.0,2.653364757573468,1
???????? ??????????,8449157.626949387,22418696.0,5.306729515146936,2
?????????,5324578.813474693,12959089.666666666,3.1835895050482153,2
?????????(?),2112289.4067373467,5604674.0,1.326682378786734,1
?????????-????,4224578.813474693,11209348.0,2.653364757573468,1
?????????? ??. ????????,2112289.4067373467,5604674.0,1.326682378786734,1
?????????? «????????»,8449157.626949387,22418696.0,5.306729515146936,2
???????????? ctb,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
???????????? «lunapark»,375000.0,5604674.0,7.472899026176859,1
?????????????,8449157.626949387,22418696.0,5.306729515146936,3
??????????????,14081929.378248978,37364493.333333336,8.84454919191156,4
????m,4224578.813474693,11209348.0,2.653364757573468,1
?eskoslovenský státní film,6336868.2202120405,16814022.0,3.9800471363602017,2
?eská televize,41670905.40322276,104340347.63333334,25.818572666905435,15
a & a release,4224578.813474693,11209348.0,2.653364757573468,1
a & d studios,4224578.813474693,11209348.0,2.653364757573468,1
a & s productions,4224578.813474693,11209348.0,2.653364757573468,1
a + c reuter new cinema,8449157.626949387,22418696.0,5.306729515146936,2
a atalanta,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a b corp,6500000.0,22418696.0,6.89806063954787,2
a bad way ltd,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a band apart,67454096.46891245,375158382.0,20.042174399626273,11
a bandapart,2666666.6666666665,3736449.3333333335,0.4670561891360537,1
a bee one productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a bigger boat,6412289.406737346,18537176.6,2.72652174013833,3
a company filmproduktionsgesellschaft,2816385.8756497954,7472898.666666667,1.7689098383823119,2
a contracorriente films,6782125.547735565,15702087.414141413,3.721625501527322,5
a contraluz films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a don boyd production,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a erre cinematografica,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a farewell to kings entertainment company,4224578.813474693,11209348.0,2.653364757573468,1
a film monkey production,8449157.626949387,22418696.0,5.306729515146936,2
a grand elephant,2920000.0,6376824.4,1.3098228582372782,3
a happy place,2816385.8756497954,7472898.666666667,1.7689098383823119,2
a hot dog,11666666.666666666,8053311.333333333,0.23009460952380953,1
a la carte entertainment,2112289.4067373467,5604674.0,1.326682378786734,1
a loopy production llc,250000.0,5604674.0,11.209348539265289,1
a lucky old sun production,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a major films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a million monkeys,1056144.7033686733,2802337.0,0.663341189393367,1
a plus image,3596825.396825397,15475820.761904761,1.7497552883415435,3
a plus image 2,1666666.6666666667,1868224.6666666667,0.18682247565442145,1
a plus image 4,2816385.8756497954,7472898.666666667,1.7689098383823119,2
a plus image 5,563277.1751299591,1494579.7333333334,0.35378196767646236,2
a plus image 6,800000.0,1494579.7333333334,0.24909663420589528,2
a private view,11297584.648712138,29998350.361904763,7.1060854113360366,6
a product of malitsky,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a ronald neame production,4224578.813474693,11209348.0,2.653364757573468,1
a small production company,4224578.813474693,11209348.0,2.653364757573468,1
a space between,2816385.8756497954,7472898.666666667,1.7689098383823119,2
a team productions,800000.0,7472898.666666667,6.227415855147382,2
a ticklish tale,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a%26e indiefilms,2112289.4067373467,5604674.0,1.326682378786734,1
a&b producoes,33333333.333333332,72949098.66666667,1.4589819733333333,2
a&e home entertainment,807171.2,4483739.2,2.22195212896898,2
a&e indiefilms,7393012.923580714,19616359.0,4.643388325753569,5
a&e networks,4928675.282387142,13077572.666666668,3.0955922171690458,3
a&e television networks,33255941.609856367,102783661.1,15.97933088694019,10
a&f productions,844915.7626949387,2241869.6,0.5306729515146935,1
a&m films,24639841.525057003,63927287.833333336,28.111155596111352,9
a&m sound pictures,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
a+e studios,7745061.158036938,20550471.333333336,4.864502055551357,5
a-1 kino video,16898315.253898773,40240334.0,9.52528923124365,4
a-1 pictures,28163858.756497957,74728986.66666667,17.68909838382312,10
a-film distribution,768105.2388135806,2038063.2727272727,0.4824299559224487,2
a-film home entertainment,2112289.4067373467,5604674.0,1.326682378786734,1
a-line pictures,1000000.0,7012118.571428572,1.0017312244897958,1
a-mark entertainment,23936025.847161427,63312535.66666667,14.298371568594817,8
a-pix entertainment,8078394.491370271,24286920.666666668,8.600951568639786,4
a-team,36445622.74007068,37984516.66666667,2.9505853403649636,4
a. c. i. films,800000.0,11209348.0,14.01168567408161,1
a. film,14901205.861405611,34562156.333333336,7.365441366135755,5
a. ninety-three productions,1500000.0,11209348.0,7.472899026176859,1
a.c. lyles productions,2112289.4067373467,5604674.0,1.326682378786734,1
a.c.e.,1056144.7033686733,2802337.0,0.663341189393367,1
a.d.i. inc.,166666.66666666666,3736449.3333333335,7.472899026176859,1
a.e. media corporation,2112289.4067373467,5604674.0,1.326682378786734,2
a.f. cinema e vídeo,4224578.813474693,11209348.0,2.653364757573468,1
a.g. films,16898315.253898773,95418696.0,22.586558634954002,4
a.i.p. productions,4224578.813474693,11209348.0,2.653364757573468,1
a.j. films,6336868.2202120405,16814022.0,3.9800471363602017,2
a.j.o.z. films,22653115.62410755,20361854.373015873,1.9557214162195413,5
a.l. production,2816385.8756497954,7472898.666666667,1.7689098383823119,2
a.m. trading international s.r.l.,2112289.4067373467,5604674.0,1.326682378786734,1
a.m.a. film,14081929.378248977,31278564.0,7.403948826424371,6
a.m.s. productions,1056144.7033686733,2802337.0,0.663341189393367,1
a.n.p.a. (agence nationale de promotion de l'audiovisuel),1408192.9378248977,3736449.3333333335,0.8844549191911559,2
a.p.e.c.,2112289.4067373467,5604674.0,1.326682378786734,1
a.p.p.p.,4224578.813474693,11209348.0,2.653364757573468,2
a.s. films,3168434.11010602,8407011.0,1.9900235681801008,3
a.t.p.i.p. producciones,500000.0,3736449.3333333335,2.490966342058953,1
a.u.m. films,2112289.4067373467,5604674.0,1.326682378786734,1
a.v.h. san luis,844915.7626949387,2241869.6,0.5306729515146935,1
a113,63333333.333333336,69718107.33333333,0.3669374070175439,1
a2 entertainment group,500000.0,2802337.0,1.401168567408161,1
a24,83833403.74819198,165320878.8595238,35.76038268814859,45
a71 productions,2816385.8756497954,7472898.666666667,1.7689098383823119,2
aa film prodüksiyon,2112289.4067373467,5604674.0,1.326682378786734,1
aaa productions,1056144.7033686733,2802337.0,0.663341189393367,1
aaargh! animation,3000000.0,2802337.0,0.23352809456802684,1
aac kids,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
aamir khan productions,39059157.626949385,374043044.0,45.01431137368846,10
aampi inc.,1100000.0,1120934.8,0.10190316853877535,1
aamu filmcompany,3168434.1101060202,8407011.0,1.9900235681801008,2
aar films,4224578.813474693,11209348.0,2.653364757573468,2
aardman animations,145439279.94302326,320608046.6666667,57.82022296444156,13
aardvark films,2816385.8756497954,7472898.666666667,1.7689098383823119,2
aaron angela company,2112289.4067373467,5604674.0,1.326682378786734,1
aaron russo productions,4224578.813474693,7189533.5,1.7018344519223896,2
aaron spelling productions,9857350.564774284,44013305.0,10.41838915116129,3
aaru productions,901158.5,16814022.0,29.341453672620784,2
aascar films,51782490.96028272,73418696.0,7.425238362431726,6
aashirvad cinemas,5499706.313474693,24334621.5,19.724793601044816,3
ab europa film,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
ab film-teknik,844915.7626949387,2241869.6,0.5306729515146935,1
ab films,603511.2590678133,1601335.4285714286,0.37905210822478114,1
ab publikfilm,4224578.813474693,11209348.0,2.653364757573468,1
ab ri-film,844915.7626949387,2241869.6,0.5306729515146935,1
ab svensk filmindustri,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
ab svenska ord,5069494.576169632,13451217.6,3.1840377090881615,2
ab video solutions,2112289.4067373467,5604674.0,1.326682378786734,1
ab-pt pictures corp.,8449157.626949387,22418696.0,5.306729515146936,2
ab3,1056144.7033686733,2802337.0,0.663341189393367,2
abaca films,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
abandon entertainment,11666666.666666666,28472301.666666668,0.8134943333333333,2
abandon pictures,9153254.095861835,24286920.666666668,5.748956974742514,5
abba movies co. ltd.,2816385.8756497954,7472898.666666667,1.7689098383823119,2
abbas kiarostami productions,28163858.756497957,74728986.66666667,17.68909838382312,8
abbasi bros.,4224578.813474693,11209348.0,2.653364757573468,2
abbolita productions,6266666.666666667,10275235.666666668,2.226301168215189,3
abbott vision,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
abbout productions,2112289.4067373467,5604674.0,1.326682378786734,1
abc circle films,43653981.07257183,115829929.33333333,27.418102494925833,12
abc entertainment,2141526.271158231,7472898.666666667,2.5828410615040784,2
abc family,20066749.36400479,53244403.0,12.603482598473972,6
abc film a/s,4224578.813474693,11209348.0,2.653364757573468,1
abc motion pictures,24336868.220212042,36251517.0,6.824307875636741,3
abc news,2112289.4067373467,5604674.0,1.326682378786734,1
abc pictures,29400195.527067184,71337865.66666667,20.88585635720023,11
abc pictures international,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
abc productions,10561447.033686733,28023370.0,6.633411893933669,4
abc studios,3520482.3445622446,9341123.333333334,2.21113729797789,2
abc tv,2816385.8756497954,7472898.666666667,1.7689098383823119,2
abc video enterprises,2112289.4067373467,5604674.0,1.326682378786734,1
abduction films,704096.4689124489,1868224.6666666667,0.44222745959557797,1
abe shuji,1846153.8461538462,1724968.3076923077,0.14374735897435897,2
aberration films,8449157.626949387,22418696.0,5.306729515146936,2
abhijatrik,4224578.813474693,11209348.0,2.653364757573468,2
abilene,4224578.813474693,11209348.0,2.653364757573468,1
abkco music and records,2112289.4067373467,5604674.0,1.326682378786734,1
abominable pictures,4224578.813474693,11209348.0,2.653364757573468,1
aboretum productions,603511.2590678133,1601335.4285714286,0.37905210822478114,1
above all things inc,422457.88134746935,1120934.8,0.26533647575734676,1
above the line productions [ph],4224578.813474693,11209348.0,2.653364757573468,2
abra films,4224578.813474693,11209348.0,2.653364757573468,1
abra producciones,3168434.1101060202,8407011.0,1.9900235681801008,2
abraham productions,13800000.0,22453027.8,0.3254062,1
abramoff production,10666666.666666666,2794960.0,0.174685,2
abraxas,2112289.4067373467,5604674.0,1.326682378786734,2
abraxas film,2112289.4067373467,5604674.0,1.326682378786734,2
abs-cbn film productions,10120538.814774284,28957482.333333336,8.853097660722934,6
absolute entertainment,1408192.9378248977,1223155.0,0.28953300530188514,2
absolute entertainment (ii),1056144.7033686733,2802337.0,0.663341189393367,1
absolutely productions,1408192.9378248977,3736449.3333333335,0.8844549191911559,1
absurda,2816385.8756497954,7472898.666666667,1.7689098383823119,2
abtcon pictures,2112289.4067373467,5604674.0,1.326682378786734,1
abu dhabi film commission,19000000.0,150624936.0,0.7927628210526316,1
abyssa films,528072.3516843367,1401168.5,0.3316705946966835,1
acaba produzioni,469397.64594163257,188888.88888888888,0.04471188661137293,1
acacia filmed entertainment,3666666.6666666665,61590068.333333336,5.599097121212122,1
academy,1056144.7033686733,2802337.0,0.663341189393367,1
